description,developer-agreement-type,development-plan-document,development-plan-types,development-policies,document,document-types,document-url,end-date,entry-date,geographies,name,notes,organisations,planning-application,start-date,slug
,,,,,authoritative-boundary:CA12-1,authoritative-boundary,https://www.lambeth.gov.uk/sites/default/files/CA12GarradsRoad.pdf,,2021-04-09,/conservation-area/local-authority-eng/LBH/CA12,,,local-authority-eng:LBH,,,/document/authoritative-boundary/CA12-1
,,,,,designation-report:CA12-1,designation-report,https://www.lambeth.gov.uk/sites/default/files/CA12GarrardsRoadDesignationReport1982.pdf,,2021-04-09,/conservation-area/local-authority-eng/LBH/CA12,,,local-authority-eng:LBH,,,/document/designation-report/CA12-1
,,,,,notice:CA12-1,notice,https://www.lambeth.gov.uk/sites/default/files/CA12GarrardsRoadLondonGazetteNotice2002.pdf,,2021-04-09,/conservation-area/local-authority-eng/LBH/CA12,,,local-authority-eng:LBH,,,/document/notice/CA12-1
,,,,,area-appraisal:CA12-1,area-appraisal,https://www.lambeth.gov.uk/sites/default/files/pl-draft-Streatham-Park-%26-Garrads-Road-CA-Appraisal-2016.pdf,,2021-04-09,/conservation-area/local-authority-eng/LBH/CA12,,,local-authority-eng:LBH,,,/document/area-appraisal/CA12-1
,,,,,extension-report:CA1-1,extension-report,https://www.lambeth.gov.uk/sites/default/files/pl-CA1ClaphamBoundaryExtensions1997.pdf,,2021-04-09,/conservation-area/local-authority-eng/LBH/CA1,,,local-authority-eng:LBH,,,/document/extension-report/CA1-1
,,,,,notice:CA1-9,notice,https://www.lambeth.gov.uk/sites/default/files/pl-CA1ClaphamPressNotice1997.pdf,,2021-04-09,/conservation-area/local-authority-eng/LBH/CA1,,,local-authority-eng:LBH,,,/document/notice/CA1-9
,,,,,notice:CA1-1,notice,https://www.lambeth.gov.uk/sites/default/files/pl-CA1ClaphamLondonGazetteNoticeJuly1997_1.pdf,,2021-04-09,/conservation-area/local-authority-eng/LBH/CA1,,,local-authority-eng:LBH,,,/document/notice/CA1-1
,,,,,notice:CA1-2,notice,https://www.lambeth.gov.uk/sites/default/files/pl-CA1ClaphamLondonGazetteNoticeNovember1997.pdf,,2021-04-09,/conservation-area/local-authority-eng/LBH/CA1,,,local-authority-eng:LBH,,,/document/notice/CA1-2
,,,,,extension-report:CA1-2,extension-report,https://www.lambeth.gov.uk/sites/default/files/pl-CA1ClaphamExtensionPressNotice1986.pdf,,2021-04-09,/conservation-area/local-authority-eng/LBH/CA1,,,local-authority-eng:LBH,,,/document/extension-report/CA1-2
,,,,,extension-report:CA1-4,extension-report,https://www.lambeth.gov.uk/sites/default/files/pl-CA1ClaphamExtensionReport1981_1.pdf,,2021-04-09,/conservation-area/local-authority-eng/LBH/CA1,,,local-authority-eng:LBH,,,/document/extension-report/CA1-4
,,,,,notice:CA1-7,notice,https://www.lambeth.gov.uk/sites/default/files/pl-CA1ClaphamPressNotice1976.pdf,,2021-04-09,/conservation-area/local-authority-eng/LBH/CA1,,,local-authority-eng:LBH,,,/document/notice/CA1-7
,,,,,notice:CA1-6,notice,https://www.lambeth.gov.uk/sites/default/files/pl-CA1ClaphamPressNotice1969.pdf,,2021-04-09,/conservation-area/local-authority-eng/LBH/CA1,,,local-authority-eng:LBH,,,/document/notice/CA1-6
,,,,,notice:CA1-5,notice,https://www.lambeth.gov.uk/sites/default/files/pl-Gazette-CA-press-notice-August-2016.pdf,,2021-04-09,/conservation-area/local-authority-eng/LBH/CA1,,,local-authority-eng:LBH,,,/document/notice/CA1-5
,,,,,notice:CA1-3,notice,https://www.lambeth.gov.uk/sites/default/files/pl-CA1ClaphamLondonGazetteNotice1969.pdf,,2021-04-09,/conservation-area/local-authority-eng/LBH/CA1,,,local-authority-eng:LBH,,,/document/notice/CA1-3
,,,,,extension-report:CA1-4,extension-report,https://www.lambeth.gov.uk/sites/default/files/pl-CA1ClaphamExtensionReport2002_0.pdf,,2021-04-09,/conservation-area/local-authority-eng/LBH/CA1,,,local-authority-eng:LBH,,,/document/extension-report/CA1-4
,,,,,notice:CA1-4,notice,https://www.lambeth.gov.uk/sites/default/files/pl-CA1ClaphamLondonGazetteNotice2002.pdf,,2021-04-09,/conservation-area/local-authority-eng/LBH/CA1,,,local-authority-eng:LBH,,,/document/notice/CA1-4
,,,,,authoritative-boundary:CA1-1,authoritative-boundary,https://www.lambeth.gov.uk/sites/default/files/pl-CA1Clapham-map.pdf,,2021-04-09,/conservation-area/local-authority-eng/LBH/CA1,,,local-authority-eng:LBH,,,/document/authoritative-boundary/CA1-1
,,,,,authoritative-boundary:CA10-2,authoritative-boundary,https://www.lambeth.gov.uk/sites/default/files/pl-CA10-Lambeth-Palace-Map-20160718.pdf,,2021-04-09,/conservation-area/local-authority-eng/LBH/CA10,,,local-authority-eng:LBH,,,/document/authoritative-boundary/CA10-2
,,,,,extension-report:CA10-1,extension-report,https://www.lambeth.gov.uk/sites/default/files/CA10LambethPalaceExtensionNotice1978.pdf,,2021-04-09,/conservation-area/local-authority-eng/LBH/CA10,,,local-authority-eng:LBH,,,/document/extension-report/CA10-1
,,,,,extension-report:CA10-2,extension-report,https://www.lambeth.gov.uk/sites/default/files/CA10LambethPalaceExtensionNotice1980.pdf,,2021-04-09,/conservation-area/local-authority-eng/LBH/CA10,,,local-authority-eng:LBH,,,/document/extension-report/CA10-2
,,,,,extension-report:CA10-3,extension-report,https://www.lambeth.gov.uk/sites/default/files/CA10LambethPalaceExtensionReport1976.pdf,,2021-04-09,/conservation-area/local-authority-eng/LBH/CA10,,,local-authority-eng:LBH,,,/document/extension-report/CA10-3
,,,,,extension-report:CA10-4,extension-report,https://www.lambeth.gov.uk/sites/default/files/CA10LambethPalaceExtensionReport1997.pdf,,2021-04-09,/conservation-area/local-authority-eng/LBH/CA10,,,local-authority-eng:LBH,,,/document/extension-report/CA10-4
,,,,,extension-report:CA10-5,extension-report,https://www.lambeth.gov.uk/sites/default/files/pl-conservation-area-boundary-changes-18.07.16.pdf,,2021-04-09,/conservation-area/local-authority-eng/LBH/CA10,,,local-authority-eng:LBH,,,/document/extension-report/CA10-5
,,,,,extension-report:CA10-6,extension-report,https://www.lambeth.gov.uk/sites/default/files/CA10LambethPalaceExtensionReportMarch1980.pdf,,2021-04-09,/conservation-area/local-authority-eng/LBH/CA10,,,local-authority-eng:LBH,,,/document/extension-report/CA10-6
,,,,,extension-report:CA10-7,extension-report,https://www.lambeth.gov.uk/sites/default/files/CA10LambethPalaceExtensionReportOctober1980.pdf,,2021-04-09,/conservation-area/local-authority-eng/LBH/CA10,,,local-authority-eng:LBH,,,/document/extension-report/CA10-7
,,,,,notice:CA10-1,notice,https://www.lambeth.gov.uk/sites/default/files/CA10LambethPalaceLondonGazetteNotice1969.pdf,,2021-04-09,/conservation-area/local-authority-eng/LBH/CA10,,,local-authority-eng:LBH,,,/document/notice/CA10-1
,,,,,notice:CA10-2,notice,https://www.lambeth.gov.uk/sites/default/files/CA10LambethPalaceLondonGazetteNotice1997.pdf,,2021-04-09,/conservation-area/local-authority-eng/LBH/CA10,,,local-authority-eng:LBH,,,/document/notice/CA10-2
,,,,,notice:CA10-3,notice,https://www.lambeth.gov.uk/sites/default/files/CA10LambethPalaceLondonGazetteNotice1969.pdf,,2021-04-09,/conservation-area/local-authority-eng/LBH/CA10,,,local-authority-eng:LBH,,,/document/notice/CA10-3
,,,,,notice:CA10-4,notice,https://www.lambeth.gov.uk/sites/default/files/CA10LambethPalaceLondonGazetteNotice1997.pdf,,2021-04-09,/conservation-area/local-authority-eng/LBH/CA10,,,local-authority-eng:LBH,,,/document/notice/CA10-4
,,,,,notice:CA10-5,notice,https://www.lambeth.gov.uk/sites/default/files/CA10LambethPalacePressNotice1969.pdf,,2021-04-09,/conservation-area/local-authority-eng/LBH/CA10,,,local-authority-eng:LBH,,,/document/notice/CA10-5
,,,,,notice:CA10-6,notice,https://www.lambeth.gov.uk/sites/default/files/CA10LambethPalacePressNotice1978.pdf,,2021-04-09,/conservation-area/local-authority-eng/LBH/CA10,,,local-authority-eng:LBH,,,/document/notice/CA10-6
,,,,,notice:CA10-7,notice,https://www.lambeth.gov.uk/sites/default/files/CA10LambethPalacePressNotice1997.pdf,,2021-04-09,/conservation-area/local-authority-eng/LBH/CA10,,,local-authority-eng:LBH,,,/document/notice/CA10-7
,,,,,area-appraisal:CA10-1,area-appraisal,https://www.lambeth.gov.uk/sites/default/files/pl-lambeth-palace-character-appraisal-2017.pdf,,2021-04-09,/conservation-area/local-authority-eng/LBH/CA10,,,local-authority-eng:LBH,,,/document/area-appraisal/CA10-1
,,,,,notice:CA10-4,notice,https://www.lambeth.gov.uk/sites/default/files/pl-Gazette-CA-press-notice-August-2016.pdf,,2021-04-09,/conservation-area/local-authority-eng/LBH/CA10,,,local-authority-eng:LBH,,,/document/notice/CA10-4
,,,,,article-4-document:CA11-1,article-4-document,https://www.lambeth.gov.uk/sites/default/files/ca11-st-marks-article-4-direction-guidance-note.pdf,,2021-04-09,/conservation-area/local-authority-eng/LBH/CA11,,,local-authority-eng:LBH,,,/document/article-4-document/CA11-1
,,,,,article-4-document:CA11-2,article-4-document,https://www.lambeth.gov.uk/sites/default/files/CA11StMarksArticle4Direction1984.pdf,,2021-04-09,/conservation-area/local-authority-eng/LBH/CA11,,,local-authority-eng:LBH,,,/document/article-4-document/CA11-2
,,,,,extension-report:CA11-1,extension-report,https://www.lambeth.gov.uk/sites/default/files/CA11StMarksExtensionReport1980.pdf,,2021-04-09,/conservation-area/local-authority-eng/LBH/CA11,,,local-authority-eng:LBH,,,/document/extension-report/CA11-1
,,,,,article-4-document:CA11-3,article-4-document,https://www.lambeth.gov.uk/sites/default/files/CA11StMarksArticle4Direction1975.pdf,,2021-04-09,/conservation-area/local-authority-eng/LBH/CA11,,,local-authority-eng:LBH,,,/document/article-4-document/CA11-3
,,,,,extension-report:CA11-2,extension-report,https://www.lambeth.gov.uk/sites/default/files/stmarksCAextensionnotification1981.pdf,,2021-04-09,/conservation-area/local-authority-eng/LBH/CA11,,,local-authority-eng:LBH,,,/document/extension-report/CA11-2
,,,,,extension-report:CA11-3,extension-report,https://www.lambeth.gov.uk/sites/default/files/pl-conservation-area-boundary-changes-18.07.16.pdf,,2021-04-09,/conservation-area/local-authority-eng/LBH/CA11,,,local-authority-eng:LBH,,,/document/extension-report/CA11-3
,,,,,notice:CA11-3,notice,https://www.lambeth.gov.uk/sites/default/files/southlondonpress16051969.pdf,,2021-04-09,/conservation-area/local-authority-eng/LBH/CA11,,,local-authority-eng:LBH,,,/document/notice/CA11-3
,,,,,notice:CA11-1,notice,https://www.lambeth.gov.uk/sites/default/files/londongazette13051969.pdf,,2021-04-09,/conservation-area/local-authority-eng/LBH/CA11,,,local-authority-eng:LBH,,,/document/notice/CA11-1
,,,,,authoritative-boundary:CA11-2,authoritative-boundary,https://www.lambeth.gov.uk/sites/default/files/pl-St-Marks-Conservation-Area-Boundary-Map.pdf,,2021-04-09,/conservation-area/local-authority-eng/LBH/CA11,,,local-authority-eng:LBH,,,/document/authoritative-boundary/CA11-2
,,,,,notice:CA11-2,notice,https://www.lambeth.gov.uk/sites/default/files/pl-Gazette-CA-press-notice-August-2016.pdf,,2021-04-09,/conservation-area/local-authority-eng/LBH/CA11,,,local-authority-eng:LBH,,,/document/notice/CA11-2
,,,,,authoritative-boundary:CA12-2,authoritative-boundary,https://www.lambeth.gov.uk/sites/default/files/CA12GarradsRoad.pdf,,2021-04-09,/conservation-area/local-authority-eng/LBH/CA12,,,local-authority-eng:LBH,,,/document/authoritative-boundary/CA12-2
,,,,,designation-report:CA12-2,designation-report,https://www.lambeth.gov.uk/sites/default/files/CA12GarrardsRoadDesignationReport1982.pdf,,2021-04-09,/conservation-area/local-authority-eng/LBH/CA12,,,local-authority-eng:LBH,,,/document/designation-report/CA12-2
,,,,,notice:CA12-2,notice,https://www.lambeth.gov.uk/sites/default/files/CA12GarrardsRoadLondonGazetteNotice2002.pdf,,2021-04-09,/conservation-area/local-authority-eng/LBH/CA12,,,local-authority-eng:LBH,,,/document/notice/CA12-2
,,,,,area-appraisal:CA12-2,area-appraisal,https://www.lambeth.gov.uk/sites/default/files/pl-draft-Streatham-Park-%26-Garrads-Road-CA-Appraisal-2016.pdf,,2021-04-09,/conservation-area/local-authority-eng/LBH/CA12,,,local-authority-eng:LBH,,,/document/area-appraisal/CA12-2
,,,,,authoritative-boundary:CA13-2,authoritative-boundary,https://www.lambeth.gov.uk/sites/default/files/CA13BrixtonWaterLane.pdf,,2021-04-09,/conservation-area/local-authority-eng/LBH/CA13,,,local-authority-eng:LBH,,,/document/authoritative-boundary/CA13-2
,,,,,designation-report:CA13-1,designation-report,https://www.lambeth.gov.uk/sites/default/files/CA13DesignationReport1969.pdf,,2021-04-09,/conservation-area/local-authority-eng/LBH/CA13,,,local-authority-eng:LBH,,,/document/designation-report/CA13-1
,,,,,authoritative-boundary:CA14-2,authoritative-boundary,https://www.lambeth.gov.uk/sites/default/files/CA14GipsyHill.pdf,,2021-04-09,/conservation-area/local-authority-eng/LBH/CA14,,,local-authority-eng:LBH,,,/document/authoritative-boundary/CA14-2
,,,,,extension-report:CA14-1,extension-report,https://www.lambeth.gov.uk/sites/default/files/CA14GipsyHillExtensionReport2000.pdf,,2021-04-09,/conservation-area/local-authority-eng/LBH/CA14,,,local-authority-eng:LBH,,,/document/extension-report/CA14-1
,,,,,notice:CA14-1,notice,https://www.lambeth.gov.uk/sites/default/files/CA14GipsyHillLondonGazetteNotice2000.pdf,,2021-04-09,/conservation-area/local-authority-eng/LBH/CA14,,,local-authority-eng:LBH,,,/document/notice/CA14-1
,,,,,notice:CA14-2,notice,https://www.lambeth.gov.uk/sites/default/files/CA14GipsyHillPressNotice2000.pdf,,2021-04-09,/conservation-area/local-authority-eng/LBH/CA14,,,local-authority-eng:LBH,,,/document/notice/CA14-2
,,,,,authoritative-boundary:CA15-2,authoritative-boundary,https://www.lambeth.gov.uk/sites/default/files/CA15SunnyhillRoad.pdf,,2021-04-09,/conservation-area/local-authority-eng/LBH/CA15,,,local-authority-eng:LBH,,,/document/authoritative-boundary/CA15-2
,,,,,notice:CA15-1,notice,https://www.lambeth.gov.uk/sites/default/files/pl-CA%2015-sunnyhill-road-london-gazette-2000.pdf,,2021-04-09,/conservation-area/local-authority-eng/LBH/CA15,,,local-authority-eng:LBH,,,/document/notice/CA15-1
,,,,,area-appraisal:CA15-1,area-appraisal,https://www.lambeth.gov.uk/sites/default/files/pl-Sunnyhill-Road-CA-appraisal-2017.pdf,,2021-04-09,/conservation-area/local-authority-eng/LBH/CA15,,,local-authority-eng:LBH,,,/document/area-appraisal/CA15-1
,,,,,authoritative-boundary:CA16-2,authoritative-boundary,https://www.lambeth.gov.uk/sites/default/files/CA16HackfordRoadMap.pdf,,2021-04-09,/conservation-area/local-authority-eng/LBH/CA16,,,local-authority-eng:LBH,,,/document/authoritative-boundary/CA16-2
,,,,,designation-report:CA16-1,designation-report,https://www.lambeth.gov.uk/sites/default/files/CA16HackfordRoadDesignationReport1974.pdf,,2021-04-09,/conservation-area/local-authority-eng/LBH/CA16,,,local-authority-eng:LBH,,,/document/designation-report/CA16-1
,,,,,statement:CA16-1,notice,https://www.lambeth.gov.uk/sites/default/files/CA16hackfordrdCAstatement2009.pdf,,2021-04-09,/conservation-area/local-authority-eng/LBH/CA16,,,local-authority-eng:LBH,,,/document/statement/CA16-1
,,,,,authoritative-boundary:CA17-2,authoritative-boundary,https://www.lambeth.gov.uk/sites/default/files/pl-Clapham-Park-and-Northbourne-Road-CA-map.pdf/,,2021-04-09,/conservation-area/local-authority-eng/LBH/CA17,,,local-authority-eng:LBH,,,/document/authoritative-boundary/CA17-2
,,,,,designation-report:CA17-1,designation-report,https://www.lambeth.gov.uk/sites/default/files/CA17NorthbourneRoadDesignationReport1975.pdf,,2021-04-09,/conservation-area/local-authority-eng/LBH/CA17,,,local-authority-eng:LBH,,,/document/designation-report/CA17-1
,,,,,extension-report:CA17-1,extension-report,https://www.lambeth.gov.uk/sites/default/files/pl-conservation-area-boundary-changes-18.07.16.pdf,,2021-04-09,/conservation-area/local-authority-eng/LBH/CA17,,,local-authority-eng:LBH,,,/document/extension-report/CA17-1
,,,,,notice:CA17-1,notice,https://www.lambeth.gov.uk/sites/default/files/CA17londopngazettenotice16051975.pdf,,2021-04-09,/conservation-area/local-authority-eng/LBH/CA17,,,local-authority-eng:LBH,,,/document/notice/CA17-1
,,,,,notice:CA17-2,notice,https://www.lambeth.gov.uk/sites/default/files/CA17southlondonpressnotice16051975.pdf,,2021-04-09,/conservation-area/local-authority-eng/LBH/CA17,,,local-authority-eng:LBH,,,/document/notice/CA17-2
,,,,,notice:CA17-3,notice,https://www.lambeth.gov.uk/sites/default/files/pl-Gazette-CA-press-notice-August-2016.pdf,,2021-04-09,/conservation-area/local-authority-eng/LBH/CA17,,,local-authority-eng:LBH,,,/document/notice/CA17-3
,,,,,area-appraisal:CA17-1,area-appraisal,https://www.lambeth.gov.uk/sites/default/files/pl-Clapham-Park-%26-Northbourne-Road-CA-Appraisal-%28September%202015%29.pdf,,2021-04-09,/conservation-area/local-authority-eng/LBH/CA17,,,local-authority-eng:LBH,,,/document/area-appraisal/CA17-1
,,,,,authoritative-boundary:CA18-2,authoritative-boundary,https://www.lambeth.gov.uk/sites/default/files/pl-Trinity-Gardens-Conservation-Area-Boundary-Map.pdf,,2021-04-09,/conservation-area/local-authority-eng/LBH/CA18,,,local-authority-eng:LBH,,,/document/authoritative-boundary/CA18-2
,,,,,designation-report:CA18-1,designation-report,https://www.lambeth.gov.uk/sites/default/files/CA18TrinityGardensDesignationReport1978.pdf,,2021-04-09,/conservation-area/local-authority-eng/LBH/CA18,,,local-authority-eng:LBH,,,/document/designation-report/CA18-1
,,,,,extension-report:CA18-1,extension-report,https://www.lambeth.gov.uk/sites/default/files/pl-conservation-area-boundary-changes-18.07.16.pdf,,2021-04-09,/conservation-area/local-authority-eng/LBH/CA18,,,local-authority-eng:LBH,,,/document/extension-report/CA18-1
,,,,,notice:CA18-1,notice,https://www.lambeth.gov.uk/sites/default/files/pl-Gazette-CA-press-notice-August-2016.pdf,,2021-04-09,/conservation-area/local-authority-eng/LBH/CA18,,,local-authority-eng:LBH,,,/document/notice/CA18-1
,,,,,authoritative-boundary:CA19-2,authoritative-boundary,https://www.lambeth.gov.uk/sites/default/files/CA19ParkHallRoad.pdf,,2021-04-09,/conservation-area/local-authority-eng/LBH/CA19,,,local-authority-eng:LBH,,,/document/authoritative-boundary/CA19-2
,,,,,article-4-document:CA19-1,article-4-document,https://www.lambeth.gov.uk/sites/default/files/CA19ParkHallRoadArticle4DirectionGuidanceNote1985.pdf,,2021-04-09,/conservation-area/local-authority-eng/LBH/CA19,,,local-authority-eng:LBH,,,/document/article-4-document/CA19-1
,,,,,article-4-document:CA19-2,article-4-document,https://www.lambeth.gov.uk/sites/default/files/CA19ParkHallArticle4Direction1985.pdf,,2021-04-09,/conservation-area/local-authority-eng/LBH/CA19,,,local-authority-eng:LBH,,,/document/article-4-document/CA19-2
,,,,,statement:CA19-1,notice,https://www.lambeth.gov.uk/sites/default/files/pl-Park-Hall%20-Road-CA-statement-2016.pdf,,2021-04-09,/conservation-area/local-authority-eng/LBH/CA19,,,local-authority-eng:LBH,,,/document/statement/CA19-1
,,,,,authoritative-boundary:CA02-1,authoritative-boundary,https://www.lambeth.gov.uk/sites/default/files/CA2RectoryGrove.pdf,,2021-04-09,/conservation-area/local-authority-eng/LBH/CA02,,,local-authority-eng:LBH,,,/document/authoritative-boundary/CA02-1
,,,,,statement:CA02-1,notice,https://www.lambeth.gov.uk/sites/default/files/RectoryGroveCAStatement2009.pdf,,2021-04-09,/conservation-area/local-authority-eng/LBH/CA02,,,local-authority-eng:LBH,,,/document/statement/CA02-1
,,,,,authoritative-boundary:CA20-2,authoritative-boundary,https://www.lambeth.gov.uk/sites/default/files/CA20ElderwoodRoad.pdf,,2021-04-09,/conservation-area/local-authority-eng/LBH/CA20,,,local-authority-eng:LBH,,,/document/authoritative-boundary/CA20-2
,,,,,designation-report:CA20-1,designation-report,https://www.lambeth.gov.uk/sites/default/files/CA20elderwooddesignationreport1974.pdf,,2021-04-09,/conservation-area/local-authority-eng/LBH/CA20,,,local-authority-eng:LBH,,,/document/designation-report/CA20-1
,,,,,designation-report:CA21-1,designation-report,https://www.lambeth.gov.uk/sites/default/files/C21RoupellStreetDesignationReport.pdf,,2021-04-09,/conservation-area/local-authority-eng/LBH/CA21,,,local-authority-eng:LBH,,,/document/designation-report/CA21-1
,,,,,statement:CA21-1,notice,https://www.lambeth.gov.uk/sites/default/files/pl-roupell-street-statement-2007.pdf,,2021-04-09,/conservation-area/local-authority-eng/LBH/CA21,,,local-authority-eng:LBH,,,/document/statement/CA21-1
,,,,,authoritative-boundary:CA21-2,authoritative-boundary,https://www.lambeth.gov.uk/sites/default/files/CA21RoupellStreetMap.pdf,,2021-04-09,/conservation-area/local-authority-eng/LBH/CA21,,,local-authority-eng:LBH,,,/document/authoritative-boundary/CA21-2
,,,,,notice:CA22-1,notice,https://www.lambeth.gov.uk/sites/default/files/CA22ClaphamHighStreetGazetteNoticeJuly1997.pdf,,2021-04-09,/conservation-area/local-authority-eng/LBH/CA22,,,local-authority-eng:LBH,,,/document/notice/CA22-1
,,,,,notice:CA22-3,notice,https://www.lambeth.gov.uk/sites/default/files/CA22ClaphamHighStreetPressNoticeNovember1997.pdf,,2021-04-09,/conservation-area/local-authority-eng/LBH/CA22,,,local-authority-eng:LBH,,,/document/notice/CA22-3
,,,,,notice:CA22-2,notice,https://www.lambeth.gov.uk/sites/default/files/CA22ClaphamHighStreetGazetteNoticeNovember1997.pdf,,2021-04-09,/conservation-area/local-authority-eng/LBH/CA22,,,local-authority-eng:LBH,,,/document/notice/CA22-2
,,,,,designation-report:CA22-1,designation-report,https://www.lambeth.gov.uk/sites/default/files/CA22designationreport1997.pdf,,2021-04-09,/conservation-area/local-authority-eng/LBH/CA22,,,local-authority-eng:LBH,,,/document/designation-report/CA22-1
,,,,,statement:CA22-1,notice,https://www.lambeth.gov.uk/sites/default/files/claphamhighstCAstatement2009.pdf,,2021-04-09,/conservation-area/local-authority-eng/LBH/CA22,,,local-authority-eng:LBH,,,/document/statement/CA22-1
,,,,,authoritative-boundary:CA22-2,authoritative-boundary,https://www.lambeth.gov.uk/sites/default/files/CA22ClaphamHighStreet.pdf,,2021-04-09,/conservation-area/local-authority-eng/LBH/CA22,,,local-authority-eng:LBH,,,/document/authoritative-boundary/CA22-2
,,,,,authoritative-boundary:CA23-2,authoritative-boundary,https://www.lambeth.gov.uk/sites/default/files/CA23WestowHill.pdf,,2021-04-09,/conservation-area/local-authority-eng/LBH/CA23,,,local-authority-eng:LBH,,,/document/authoritative-boundary/CA23-2
,,,,,designation-report:CA23-1,designation-report,https://www.lambeth.gov.uk/sites/default/files/CA23WestowHillCAdesignationreport1998_0.pdf,,2021-04-09,/conservation-area/local-authority-eng/LBH/CA23,,,local-authority-eng:LBH,,,/document/designation-report/CA23-1
,,,,,authoritative-boundary:CA24-2,authoritative-boundary,https://www.lambeth.gov.uk/sites/default/files/CA24WestNorwood.pdf,,2021-04-09,/conservation-area/local-authority-eng/LBH/CA24,,,local-authority-eng:LBH,,,/document/authoritative-boundary/CA24-2
,,,,,extension-report:CA24-1,extension-report,https://www.lambeth.gov.uk/sites/default/files/CA24Extensionreport2003.pdf,,2021-04-09,/conservation-area/local-authority-eng/LBH/CA24,,,local-authority-eng:LBH,,,/document/extension-report/CA24-1
,,,,,designation-report:CA24-1,designation-report,https://www.lambeth.gov.uk/sites/default/files/CA24DesignationReport1977.pdf,,2021-04-09,/conservation-area/local-authority-eng/LBH/CA24,,,local-authority-eng:LBH,,,/document/designation-report/CA24-1
,,,,,designation-report:CA25-1,designation-report,https://www.lambeth.gov.uk/sites/default/files/CA25MinetCAdesignationreport1080.pdf,,2021-04-09,/conservation-area/local-authority-eng/LBH/CA25,,,local-authority-eng:LBH,,,/document/designation-report/CA25-1
,,,,,extension-report:CA25-1,extension-report,https://www.lambeth.gov.uk/sites/default/files/CA25MinetEstateextension011282.pdf,,2021-04-09,/conservation-area/local-authority-eng/LBH/CA25,,,local-authority-eng:LBH,,,/document/extension-report/CA25-1
,,,,,extension-report:CA25-2,extension-report,https://www.lambeth.gov.uk/sites/default/files/pl-conservation-area-boundary-changes-18.07.16.pdf,,2021-04-09,/conservation-area/local-authority-eng/LBH/CA25,,,local-authority-eng:LBH,,,/document/extension-report/CA25-2
,,,,,notice:CA25-1,notice,https://www.lambeth.gov.uk/sites/default/files/pl-Gazette-CA-press-notice-August-2016.pdf,,2021-04-09,/conservation-area/local-authority-eng/LBH/CA25,,,local-authority-eng:LBH,,,/document/notice/CA25-1
,,,,,area-appraisal:CA25-1,area-appraisal,https://www.lambeth.gov.uk/sites/default/files/pl-Minet-CA-appraisal-FINAL-02.01.18.pdf,,2021-04-09,/conservation-area/local-authority-eng/LBH/CA25,,,local-authority-eng:LBH,,,/document/area-appraisal/CA25-1
,,,,,extension-report:CA26-1,extension-report,https://www.lambeth.gov.uk/sites/default/files/pl-BrixtonCAextensionreport1999.pdf,,2021-04-09,/conservation-area/local-authority-eng/LBH/CA26,,,local-authority-eng:LBH,,,/document/extension-report/CA26-1
,,,,,extension-report:CA26-2,extension-report,https://www.lambeth.gov.uk/sites/default/files/pl-brixtonCAextensionreport1982.pdf,,2021-04-09,/conservation-area/local-authority-eng/LBH/CA26,,,local-authority-eng:LBH,,,/document/extension-report/CA26-2
,,,,,designation-report:CA26-1,designation-report,https://www.lambeth.gov.uk/sites/default/files/pl-BrixtonCAdesignationreport1980.pdf,,2021-04-09,/conservation-area/local-authority-eng/LBH/CA26,,,local-authority-eng:LBH,,,/document/designation-report/CA26-1
,,,,,notice:CA26-2,notice,https://www.lambeth.gov.uk/sites/default/files/pl-WeekenderConservationAreaNotice29June2012.pdf,,2021-04-09,/conservation-area/local-authority-eng/LBH/CA26,,,local-authority-eng:LBH,,,/document/notice/CA26-2
,,,,,notice:CA26-3,notice,https://www.lambeth.gov.uk/sites/default/files/pl-SouthLondonPressConservationAreaNotice15June2012.pdf,,2021-04-09,/conservation-area/local-authority-eng/LBH/CA26,,,local-authority-eng:LBH,,,/document/notice/CA26-3
,,,,,statement:CA26-1,notice,https://www.lambeth.gov.uk/sites/default/files/pl-BrixtonConservationAreaStatement26March2012.pdf,,2021-04-09,/conservation-area/local-authority-eng/LBH/CA26,,,local-authority-eng:LBH,,,/document/statement/CA26-1
,,,,,authoritative-boundary:CA26-2,authoritative-boundary,https://www.lambeth.gov.uk/sites/default/files/pl-CA26Brixton240412.pdf,,2021-04-09,/conservation-area/local-authority-eng/LBH/CA26,,,local-authority-eng:LBH,,,/document/authoritative-boundary/CA26-2
,,,,,notice:CA26-1,notice,https://www.lambeth.gov.uk/sites/default/files/TheGazetteNotice-July2014.pdf,,2021-04-09,/conservation-area/local-authority-eng/LBH/CA26,,,local-authority-eng:LBH,,,/document/notice/CA26-1
,,,,,authoritative-boundary:CA27-2,authoritative-boundary,https://www.lambeth.gov.uk/sites/default/files/CA27LoughboroughPark.pdf,,2021-04-09,/conservation-area/local-authority-eng/LBH/CA27,,,local-authority-eng:LBH,,,/document/authoritative-boundary/CA27-2
,,,,,designation-report:CA27-1,designation-report,https://www.lambeth.gov.uk/sites/default/files/CA27LoughboroughParkDesignationReport1981.pdf,,2021-04-09,/conservation-area/local-authority-eng/LBH/CA27,,,local-authority-eng:LBH,,,/document/designation-report/CA27-1
